Title,Author,Link
Nuqoosh - Ghalib Number 3,Muhammad Tufail,https://archive.org/details/nuqoosh-ghalib-116
Intekhab-e-Daagh,Mehmood Ur Rehman,https://archive.org/details/intekhabidaagh
"Takhleeq, Takhleeqi Shakhsiyaat Aur Tanqeed",Saleem Akhtar,https://archive.org/details/tahleeq-takhleeqishakhsiyataurtanqeed
Naqd-e-Mir,Syed Abdullah,https://archive.org/details/naqdimir
Intkhab Kulliyat-e-Arif,Zain-ul-Abideen Khan Arif,https://archive.org/details/intkhabkulliyatiarif
Tota Kahani,Haider Bakhsh Haidri,https://archive.org/details/totakahani
Divan-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/divaneghalib-v3
Hum Wehshi Hain,Krishan Chandar,https://archive.org/details/humwehshihain
Nizam-e-Saltanat,Akbar Shah Khan Najibabadi,https://archive.org/details/nizamisaltanat
Sharoh-e-Kalam-e-Iqbal,Unknown Author,https://archive.org/details/sharohikalameiqbal
Nikaat-e-Sukhan,Hasrat Mohani,https://archive.org/details/nikaatisukhan
Iqbal Jinnah aur Nazaria-e-Pakistan,Israr Ahmed,https://archive.org/details/iqbaljinnahaurnazariaipakistan
Maqa­lat Moulvi Muhammad Shafi - 04,Moulvi Muhammad Shafi,https://archive.org/details/maqalatishafiv4
Maqalat-e-Sherani - 10,Hafiz Mahmood Sherani,https://archive.org/details/maqalatisherani-v10
Makhzan Asrar,Nizami Ganjavi,https://archive.org/details/makhzanasrar
Urdu Imla - Masail-o-Mubahis,Ibraheem Afsar,https://archive.org/details/urduimla-masailomubahis
Urdu Lughat,Mirza Maqbool Baig Badakhshani,https://archive.org/details/urdulughat_
Urdu Nasr Ki Dastaan - 01,A. Hameed,https://archive.org/details/urdunasrkidastaan-01
Gumshuda Islami Tareekh,Unknown Author,https://archive.org/details/gumshudaislamitarikh
Quaid-e-Azam: Speeches and Statements - 01,Unknown Author,https://archive.org/details/quaidiazamspeechesnstatements-v1
Quran Commentary,Wahiduddin Khan,https://archive.org/details/qurancommentary
Lenin For Beginners,A&Z,https://archive.org/details/leninforbeginner
Lenin - Samraj aur Samraji,Unknown Author,https://archive.org/details/leninsamrajaursamraji
Lenin - Selected Works - 02,Vladimir Lenin,https://archive.org/details/leninselectedworks-v2
Jahan-e-Ghalib - 15,Unknown Author,https://archive.org/details/jahanighalib-15
Hali ki Ek Jhalak,Saleha Aabid Husain,https://archive.org/details/halikiekjhalak
Ghalib - Qittaat Rubaiyat,Mirza Asadullah Khan Ghalib,https://archive.org/details/ghalibmisc
Iqbal - Aik Tehreek,Unknown Author,https://archive.org/details/iqbalaiktehreek
Tashbihaat-e-Iqbal,Nazir Ahmad,https://archive.org/details/tashbihaateiqbal
King Lear,William Shakespeare,https://archive.org/details/kinglear-ur
Matani Tanqeed,Khaliq Anjum,https://archive.org/details/matanitanqeed
Lok Punjab,Mazharul Islam,https://archive.org/details/lokpunjab
Nigar - Iqbal Number,Farman Fatehpuri,https://archive.org/details/nigar-iqbal-v2
Noorul Lughaat - 02,Noorul Hasan Nayyar,https://archive.org/details/noorullughat-v2
Othello,Sajjad Zaheer,https://archive.org/details/othello-ur
Tashkeel-e-Insaniyat,Abdul Majeed Salik,https://archive.org/details/tashkeeleinsaniyat
Sharh Divan-e-Urdu-i-Ghalib,Nazm Tabatabai,https://archive.org/details/sharhdivaniurduighalib
Intikhab-e-Ghalib,Imtiaz Ali Khan Arshi,https://archive.org/details/intikhabighalib
Talism-e-Hoshruba - V - 01,Muhammad Hussain Jaah,https://archive.org/details/talismihoshruba_v5-1
Takreekh ka Naya Mod,Ali Abbas Jalalpuri,https://archive.org/details/takreekhkanayamod
Tareekh-e-Adabiyaat - Urdu Adab - 05,Fayyaz Mehmood,https://archive.org/details/tareekhiadabiyaat-urduadab-v5
Talism-e-Hoshruba - 06,Muhammad Hussain Jaah,https://archive.org/details/talismihoshruba_v6
Story of a Real Man,Boris Polevoy,https://archive.org/details/storyofarealman
Tehreek-e-Pakistan,Unknown Author,https://archive.org/details/tehreekipakistan
Mutala-e-Takreekh - 01,Ghulam Rasool Mehr,https://archive.org/details/mutalaitakreekh-v1
Mutala-e-Tehzeeb,Unknown Author,https://archive.org/details/mutalaitehzeeb
Nigar - Tareekh-e-Fahashi,Farman Fatehpuri,https://archive.org/details/nigar-fahashi
Nigar - Iqbal Number,Niaz Fatehpuri,https://archive.org/details/nigar-iqbal-v1
Nuqoosh - Ghalib Number 1,Muhammad Tufail,https://archive.org/details/nuqoosh-ghalib-111
Roshnai,Sajjad Zaheer,https://archive.org/details/roshnai
The Analysis of Mind,Bertrand Russell,https://archive.org/details/theanalysisofmind_ur
Nauratan,Mohammad Bakhsh Mahjoor,https://archive.org/details/nauratan
Nauratan Kahaniyan,Shameem Ahmed,https://archive.org/details/nauratankahaniyan
Moulvi Nazir Ahmad Dehlvi,Iftikhar Ahmed Siddiqui,https://archive.org/details/moulvinazirahmaddehlvi
Aao,Saadat Hasan Manto,https://archive.org/details/aaobymanto
Kulliyat-e-Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/kulliyatghalib-v3
Kulliyat-e-Mir,Mir Taqi Mir,https://archive.org/details/kulliyatimir
Kulliyat-e-Nasr Ghalib,Mirza Asadullah Khan Ghalib,https://archive.org/details/kulliyatinasrghalib
Kulliyat-e-Qaim - 2,Qaim Chandpuri,https://archive.org/details/kulliyatiqaimv2
Paracheen Urdu,Unknown Author,https://archive.org/details/paracheenurdu
1942 Ki Muntakhab Nazmen,Unknown Author,https://archive.org/details/1942kimuntakhabnazmen
Ajab Sehr Bayan Tha,Shamsur Rahman Faruqi,https://archive.org/details/ajabsehrbayantha
Nazar Nama,Mehmood Nizami,https://archive.org/details/nazarnama
Divan-e-Ghalib - Nuskha Sherani,Mirza Asadullah Khan Ghalib,https://archive.org/details/nuskha-sherani
Nuqoosh - Tanz-o-Mazah Number,Muhammad Tufail,https://archive.org/details/nuqoosh-71-72
Nuqoosh - Khatoot Number - 03,Muhammad Tufail,https://archive.org/details/nuqoosh-109-v3
Nuqoosh - Rasool Number 01,Muhammad Tufail,https://archive.org/details/nuqoosh-130
Nuqoosh - Mir Taqi Mir Number 3,Muhammad Tufail,https://archive.org/details/nuqoosh-131
Matalib Bang-e-Dara,Ghulam Rasool Mehr,https://archive.org/details/matalibibangidara
Akhlaqiyat ke Panch Nazariye,Shahidra Arshad,https://archive.org/details/akhlaqiyatkepanchnazariye
Aab-e-Hayaat Ki Himayat Mein,Muhammad Sadiq,https://archive.org/details/aabehayyatkihimayat
Aanandi,Ghulam Abbas,https://archive.org/details/aanandi
Afkar - 1947-06,Sehba Lakhnavi,https://archive.org/details/afkar47-6
Abu Bakr Siddique,Muhammad Hussain Haikal,https://archive.org/details/abubakarsiddiqueakbar
Afkar - 1949-01,Sehba Lakhnavi,https://archive.org/details/afkar49-1
Afkar - 1949-02,Sehba Lakhnavi,https://archive.org/details/afkar49-2
Aks-e-Sadiq - Ghalib Number,Gohar Malsiyani,https://archive.org/details/aksisadiqghalib
Akhlaq-e-Jalali,Jalal-ud-Deen Dawwani,https://archive.org/details/akhlaq-e-jalali
Sharah Divan-e-Ghalib,Khaleel-ur-Rehman,https://archive.org/details/divanghalibyanifiraq
Allama Muhammad Iqbal,Unknown Author,https://archive.org/details/allamamuhammadiqbal
1965 Ke Behtareen Afsaane,Various,https://archive.org/details/1965kebehtareenafsaane
Alps Ke Geet,Qurratulain Hyder,https://archive.org/details/alps-ke-geet
Lughaat-e-Kishori,Tasadduq Husain,https://archive.org/details/lughaatikishori
Lenin Kay Bare Mein,Unknown Author,https://archive.org/details/leninkaybaremein
Maqalat-e-Bijnori,Abdur Rahman Bijnori,https://archive.org/details/maqalatibijnori
Apni Nagariya,Mumtaz Shireen,https://archive.org/details/apninagariya
Akhlaq aur Falsafa-e-Akhlaq,Hifzur Rahman Seoharwi,https://archive.org/details/akhlaqaurfalsafaiakhlaq
Fasana-e-Hairat - Amro Ayyar Biography,Mirza Hairat Dehlvi,https://archive.org/details/amaroayyar
Afkar - Ghalib Number,Sahba Lakhnavi,https://archive.org/details/afkarghalibnumber
Aaina-e-Ghalib,Unknown Author,https://archive.org/details/aainaighalib
Abul Kalam Azad,Abdul Qavi Desnavi,https://archive.org/details/abulkalamazad
An Anglo-Indian Dictionary,George Clifford Whitworth,https://archive.org/details/anglo-indiandictionary
Aadmi Ka Muqaddar,Qurratulain Hyder,https://archive.org/details/adamikamuqadar
Afkar - 1947-07,Sehba Lakhnavi,https://archive.org/details/afkar47-7
Afkar - 1948-08,Sehba Lakhnavi,https://archive.org/details/afkar48-8
Anwar-e-Suhaili,Hussain Kashefi,https://archive.org/details/anwarisuhaili
Afkar - 1948-10,Sehba Lakhnavi,https://archive.org/details/afkar48-10
Aftab-e-Mehran,Unknown Author,https://archive.org/details/aftabimehran
Adab-e-Latif - 1948 - July,Chaudhry Barkat Ali,https://archive.org/details/adabilatif1948-07
Adab-e-Latif - 1949 - March,Chaudhry Barkat Ali,https://archive.org/details/adabilatif1949-03
Adab-e-Latif - 1963 - Saalnama,Intizar Hussain,https://archive.org/details/adabilatif1963-saalnama
Anarkali,Saadat Hasan Manto,https://archive.org/details/anaarkali
Aatish Paray,Saadat Hasan Manto,https://archive.org/details/aatishparay
Zaban Shanasi,Qazi Abdul Wadood,https://archive.org/details/zabanshanasi
Adab-e-Latif - 1961 - 09,Mirza Adeeb,https://archive.org/details/adabilatif1961-09
Alfaz Ka Tilism,Khalid Hasan Qadiri,https://archive.org/details/alfazkatilism-2022
Alakh Nagri,Mumtaz Mufti,https://archive.org/details/alakhnagribymufti
Afkar - 1947-05,Sehba Lakhnavi,https://archive.org/details/afkar47-5
Afkar - 1948-07,Sehba Lakhnavi,https://archive.org/details/afkar48-07
Afkar - 1948-12 - Khas Number,Sehba Lakhnavi,https://archive.org/details/afkar48-12
Al-Biruni,Syed Hasan Barni,https://archive.org/details/alberoni
An Adventure in Self Expression,A.K Brohi,https://archive.org/details/anadventureinselfexpression
Adbi Tanqeed Ke Lisaani Muzmiraat,Mirza Khalil Ahmad Baig,https://archive.org/details/adabitanqeedkelisaanimuzmiraat
A History of Urdu Literature,Ram Babu Saksena,https://archive.org/details/ahistoryofurduliterature
Anar Kali,Imtiyaz Ali Taj,https://archive.org/details/anarkali_
The Annual of Urdu Studies - 18 - v2,Muhammad Umar Memon,https://archive.org/details/annualofurdustudies-18v2
Afkar - Ghalib Number,Sehba Lakhnavi,https://archive.org/details/afkarghalib-v2
Aaina Afkar-e-Ghalib,Shanul Haq Haqqee,https://archive.org/details/aainafkarighalib
Araish-e-Mehfil,Mir Sher Ali Afsos,https://archive.org/details/araishemehfil
Arastu Se Eliot Tak,Jameel Jalibi,https://archive.org/details/arastuseelliottak
Muhammad Bin Abdul Wahab,Masood Alam Nadvi,https://archive.org/details/abdulwahab
Al Badi,Abid Ali Abid,https://archive.org/details/albadi
Allama Iqbal - Modern Islamic State,Muhammad Yusuf Guraya,https://archive.org/details/allamaiqbalmodernislamicstate
Al Hilal,Abul Kalam Azad,https://archive.org/details/alhilaal
Ajaibul Qasas,Shah Alam Sani,https://archive.org/details/ajaibulqasas
Adab-e-Latif - 1948,Chaudhry Barkat Ali,https://archive.org/details/adabilatif1948-06
Aab-e-Hayaat,Muhammad Hussain Azad,https://archive.org/details/aabehayaat
Adabiyat-e-Farsi Mein Hinduon Ka Hissa,Syed Abdullah,https://archive.org/details/adabiyatifarsimeinhinduonkahissa
Afkar - 1948-09,Sehba Lakhnavi,https://archive.org/details/afkar48-9
Akbar aur Iqbal,Ghulam Hussain Zulfiqar,https://archive.org/details/akbarauriqbal
Aks-e-Iqbal,Unknown Author,https://archive.org/details/akseiqbal
Strange Tales from a Chinese Studio,Pu Songling,https://archive.org/details/ajeeboghareebkahaaniyan
Adab-e-Latif - 1957 - November,Mirza Adeeb,https://archive.org/details/adabilatif1957-11
Aflatoon Ki Republic,Plato,https://archive.org/details/aflatoonkirepublic
Afkar-e-Pareshaan,Muhammad Rustam Kayani,https://archive.org/details/afkaripareshaan
Amal-e-Chughtai,Abdur Rahman Chughtai,https://archive.org/details/amalichughtai
Aqd-e-Surayya,Ghulam Hamdani Mushafi,https://archive.org/details/aqdisurayya
